2021060122001113481404834946	,T200P1314935105007847864	,2021-06-01 00:15:12 ,2021-06-01 00:15:17 ,2021-06-11 04:23:12 ,淘宝        ,支付宝担保交易         ,天猫超市            ,【加量不加价】旁氏洗面奶洁面乳洁面膏 米粹润泽120g*2+加量部分,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021053122001413481404950303	,104321968660009017852479	,2021-05-31 20:14:58 ,2021-05-31 20:14:59 ,2021-05-31 20:45:00 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车入驻商户        ,高德地图打车订单            ,7.76    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210531110075001506830042771458	,20210531124512236001000003843529	,2021-05-31 14:04:54 ,2021-05-31 14:05:00 ,2021-05-31 14:04:54 ,支付宝网站     ,即时到账交易          ,南桃              ,钉钉群收款-聚餐            ,28.25   ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210531110075001506110078309693	,20210531124512236001000003843528	,2021-05-31 12:49:32 ,2021-05-31 12:49:38 ,2021-05-31 12:49:32 ,支付宝网站     ,即时到账交易          ,卿珂              ,钉钉群收款-聚餐            ,28.25   ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210531110075001506080044103229	,20210531124136352001000000496200	,2021-05-31 12:41:43 ,2021-05-31 12:41:52 ,2021-05-31 12:41:43 ,支付宝网站     ,即时到账交易          ,徐雯俊             ,钉钉群收款-收款账单          ,28.25   ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021053122001413481404917065	,46224356668612691213485	,2021-05-31 12:34:26 ,2021-05-31 12:34:31 ,2021-05-31 12:34:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*英              ,收钱码收款               ,25.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210531110075001506130079879665	,20210531110049471001000001821765	,2021-05-31 11:43:04 ,2021-05-31 11:43:12 ,2021-05-31 11:43:04 ,支付宝网站     ,即时到账交易          ,格根哈斯            ,钉钉群收款-Outing        ,3700.00 ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210531110070001506800093218261	,P1011402655         	,2021-05-31 11:38:48 ,2021-05-31 11:38:48 ,2021-05-31 11:38:48 ,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,工资(支付宝部分)           ,500.00  ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021053122001413481404157485	,1020210531093744642182	,2021-05-31 09:37:44 ,2021-05-31 09:37:45 ,2021-05-31 09:37:45 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,成都金控数据服务有限公司    ,天府通扫码乘车             ,1.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210531345684303481 	,                    	,2021-05-31 05:14:53 ,                    ,2021-05-31 05:14:53 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.05.30-收益发放 ,0.09    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
------------------------------------------------------------------------------------
共95笔记录
已收入:6笔,1277.35元
待收入:0笔,0.00元
已支出:61笔,4353.93元
待支出:0笔,0.00元
导出时间:[2021-06-14 21:45:57]    用户:罗宇丽
